County,Latitude,Longitude,Score,Zipcode
Jasper County,30.920823,-93.9968812,3,75951
Clinton County,39.6569817,-87.3980741,2,47842
Gibson County,38.3338249,-87.5791287,2,47670
Morgan County,39.7341219,-90.2244662,18,62650
Jackson County,39.0520169,-82.6365536,2,45640
Logan County,37.8487147,-81.9934581,3,25601
Juneau City and Borough Split,58.306856306363,-134.40802129771174,16,99802
Juneau City and Borough Split,58.306856306363,-134.43223990228825,2,99802
Juneau City and Borough Split,58.29413029363699,-134.40802129771174,25,99802
Juneau City and Borough Split,58.29413029363699,-134.43223990228825,2,99801
Gilmer County Split,34.699898906363,-84.48799952292075,17,30540
Gilmer County Split,34.687172893637,-84.47252167707924,6,30540
Gilmer County Split,34.687172893637,-84.48799952292075,6,30540
Amherst County,37.5851412,-79.0514134,2,24521
Sheridan County Split,44.803556906363006,-106.94721213364484,44,82801
Sheridan County Split,44.803556906363006,-106.96514606635516,22,82801
Sheridan County Split,44.790830893637,-106.94721213364484,12,82801
Sheridan County Split,44.790830893637,-106.96514606635516,3,82801
Delta County,38.7422062,-108.0689582,6,81416
Wabash County,40.797821,-85.8205411,13,46992
Clare County,43.8194703,-84.7686281,3,48617
Bee County,28.4008319,-97.7483312,1,78102
Elk County,41.4284924,-78.5660852,4,15857
Trempealeau County,44.0055185,-91.4420883,2,54661
Obion County,36.2589567,-89.19173529999999,2,38240
Boyle County,37.6526034,-84.8150781,2,40422
Powhatan County,37.5415273,-77.91882389999999,4,23139
Austin County Split,30.273516006363007,-97.7356935203174,11,78778
Austin County Split,30.273516006363007,-97.75042807968258,31,78701
Austin County Split,30.260789993637,-97.7356935203174,20,78767
Austin County Split,30.260789993637,-97.75042807968258,40,78704
Madison County Split,33.602044306363005,-83.46030499713802,6,30650
Madison County Split,33.602044306363005,-83.47558300286198,14,30650
Madison County Split,33.589318293637,-83.46030499713802,11,30650
Madison County Split,33.589318293637,-83.47558300286198,9,30650
McPherson County,38.3708415,-97.6642087,3,67460
Schoharie County,42.6659087,-74.3095787,1,12157
Marion County,34.178216,-79.4006069,4,29571
Marion County,32.6323536,-87.3191655,2,36756
Mason County,42.5792027,-84.4435845,1,48854
Decatur County Split,33.781190506363004,-84.28865736021497,14,30030
Decatur County Split,33.781190506363004,-84.30396723978502,17,30030
Decatur County Split,33.768464493637,-84.28865736021497,11,30030
Decatur County Split,33.768464493637,-84.30396723978502,10,30030
Alpena County Split,45.068042406363006,-83.42374444731686,8,49707
Alpena County Split,45.068042406363006,-83.44176115268314,13,49707
Alpena County Split,45.055316393637,-83.44176115268314,2,49707
Cherokee County,35.4770574,-83.3205859,6,28719
Montgomery County,41.730585,-88.3459048,6,60538
Monroe County Split,33.801199406363004,-83.70557227143429,4,30655
Monroe County Split,33.801199406363004,-83.7208857285657,9,30655
Monroe County Split,33.788473393637,-83.70557227143429,12,30655
Monroe County Split,33.788473393637,-83.7208857285657,9,30655
Fredericksburg City Split,38.309546706363,-77.45243149376545,10,22405
Fredericksburg City Split,38.309546706363,-77.46864830623456,17,22401
Fredericksburg City Split,38.296820693637,-77.45243149376545,24,22401
Fredericksburg City Split,38.296820693637,-77.46864830623456,31,22402
Dillon County,34.4165505,-79.3711579,4,29536
White County,34.2828722,-84.7452138,1,30184
Washington County,38.65921520000001,-87.172789,9,47501
Hocking County,39.4909358,-82.4752757,2,43138
Winchester City Split,39.192022706363005,-78.15512485655954,11,22601
Winchester City Split,39.192022706363005,-78.17154334344046,19,22601
Winchester City Split,39.179296693637,-78.15512485655954,12,22601
Winchester City Split,39.179296693637,-78.17154334344046,41,22601
Tate County,34.6413971,-89.9626799,1,38668
Grant County,35.14726,-107.8514466,4,87020
Baker County,30.7971318,-86.681344,2,32531
Union County,32.5715272,-89.1214478,2,39365
Henderson County,35.4392435,-88.641441,8,38340
Upson County,32.9047684,-84.3121264,2,30286
Logan County,36.869834,-86.86218269999999,3,42276
Yazoo County,32.8551326,-90.4056468,3,39194
Orleans County,44.8113194,-72.2025287,2,05860
Dawson County,31.7735001,-84.4465826,3,39842
Tillamook County,45.4562158,-123.8440137,15,97141
Union County,34.7154122,-81.623711,1,29379
King George County,38.2664512,-77.18078419999999,2,
Caddo County,34.1267595,-96.2633229,1,74729
Carroll County,39.7989528,-82.7010016,3,43112
Cass County,40.8755529,-96.1526985,1,68463
Boone County,42.0597047,-93.8802273,7,50036
Geneva County,31.0329572,-85.8638242,1,36340
Harlan County,36.8431441,-83.321848,3,40831
Grayson County,38.3325812,-82.9485023,10,41143
Elbert County,39.2194678,-104.5371508,1,80106
Decatur County,40.830603,-84.9291329,9,46733
Union County,45.2084696,-117.8652126,2,97883
Wyoming County,41.3117471,-75.83741739999999,6,18644
Edgefield County,33.7895774,-81.9295582,5,29824
Charlevoix County Split,45.324426206363,-85.24935137754676,5,49720
Charlevoix County Split,45.324426206363,-85.26744942245324,11,49720
Charlevoix County Split,45.311700193637,-85.24935137754676,9,49720
Charlevoix County Split,45.311700193637,-85.26744942245324,26,49720
Hart County,34.3500039,-82.95015579999999,2,30643
Lawrence County,44.31065299999999,-103.7979877,2,
Johnson County,36.1334622,-94.1629938,18,72762
Cheboygan County,45.64695630000001,-84.4744795,7,49721
Staunton City Split,38.155939006363006,-79.06360449829428,13,24401
Staunton City Split,38.155939006363006,-79.07978710170572,24,24401
Staunton City Split,38.143212993637,-79.06360449829428,19,24401
Staunton City Split,38.143212993637,-79.07978710170572,17,24401
Payette County,44.0782195,-116.9337711,6,83661
Mason County,39.021745,-82.0290296,3,25260
Gladwin County,43.9808549,-84.48640069999999,8,48624
Salem City Split,37.299831106363,-80.04676427699289,5,24153
Salem City Split,37.299831106363,-80.06276092300709,9,24153
Salem City Split,37.287105093637,-80.04676427699289,11,24153
Salem City Split,37.287105093637,-80.06276092300709,11,24153
Otsego County,42.4605904,-85.696406,1,49078
Milam County,31.4324041,-93.8457416,1,75948
Cherokee County,34.7570342,-87.9728143,1,35616
Manistee County,44.2444473,-86.324253,15,49660
Miller County,37.2147751,-93.8399313,1,65707
Uvalde County,29.20968359999999,-99.7861679,9,78801
Somerset County Split,38.972306806363,-77.08790557831792,1,20815
Somerset County Split,38.959580793637,-77.08790557831792,36,20815
Jefferson County,44.7195662,-123.0103708,1,97352
Randolph County,39.1577814,-94.4955088,6,64161
Rowan County,38.177068,-83.46435509999999,2,40351
